parcel_id,survey_number,survey_display,owner_name,village,mandal,district,state,area_acres,centroid_lat,centroid_lon,verification_status,validation_issue
TG-RR-FNR-BRG-0172,172,172,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,5.7,17.070001,78.185036,VERIFIED,
TG-RR-FNR-BRG-0173,173,173,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,5.36,17.070334,78.182228,VERIFIED,
TG-RR-FNR-BRG-0174,174,174,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,7.83,17.070038,78.201703,VERIFIED,
TG-RR-FNR-BRG-0175,175,175,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,8.09,17.070256,78.196402,VERIFIED,
TG-RR-FNR-BRG-0176,176,176,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,3.16,17.070098,78.170379,VERIFIED,
TG-RR-FNR-BRG-0177,177,177,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,6.92,17.069883,78.203273,VERIFIED,
TG-RR-FNR-BRG-0178,178,178,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,4.47,17.07018,78.175419,CONFLICT,Area mismatch: Document states 4.83 Acres vs GIS 4.47 Acres (8.0% diff)
TG-RR-FNR-BRG-0179,179,179,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,2.79,17.06987,78.200043,VERIFIED,
TG-RR-FNR-BRG-0180,180,180,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,6.97,17.069947,78.178195,VERIFIED,
TG-RR-FNR-BRG-0181,181,181,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.73,17.069873,78.193645,VERIFIED,
TG-RR-FNR-BRG-0182,182,182,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,4.01,17.069619,78.175706,VERIFIED,
TG-RR-FNR-BRG-0183,183,183,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,5.65,17.069677,78.198208,VERIFIED,
TG-RR-FNR-BRG-0184,184,184,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,7.29,17.069544,78.172905,VERIFIED,
TG-RR-FNR-BRG-0185,185,185,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.63,17.069265,78.190471,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0186,186,186,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,1.85,17.06941,78.170502,VERIFIED,
TG-RR-FNR-BRG-0187,187,187,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.71,17.068986,78.19379,VERIFIED,
TG-RR-FNR-BRG-0188,188,188,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,1.89,17.069304,78.189657,VERIFIED,
TG-RR-FNR-BRG-0189,189,189,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.63,17.069145,78.181744,VERIFIED,
TG-RR-FNR-BRG-0190,190,190,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,2.66,17.06953,78.169326,VERIFIED,
TG-RR-FNR-BRG-0191,191,191,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.52,17.069531,78.188726,VERIFIED,
TG-RR-FNR-BRG-0192,192,192,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,4.75,17.069096,78.199978,VERIFIED,
TG-RR-FNR-BRG-0193,193,193,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.25,17.068868,78.170249,VERIFIED,
TG-RR-FNR-BRG-0194,194,194,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,8.66,17.06929,78.204619,VERIFIED,
TG-RR-FNR-BRG-0195,195,195,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,8.04,17.069029,78.192166,VERIFIED,
TG-RR-FNR-BRG-0196,196,196,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,5.87,17.069184,78.177317,VERIFIED,
TG-RR-FNR-BRG-0197,197,197,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,3.64,17.069025,78.182846,CONFLICT,Owner mismatch: Deed titleholder 'B. Satyanarayana' vs Extracted 'K. Chandraiah'
TG-RR-FNR-BRG-0198,198,198,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.93,17.068802,78.197486,VERIFIED,
TG-RR-FNR-BRG-0199,199,199,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.62,17.068638,78.185371,VERIFIED,
TG-RR-FNR-BRG-0200,200,200,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,5.13,17.068842,78.176302,VERIFIED,
TG-RR-FNR-BRG-0201,201,201,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,4.68,17.068753,78.171219,VERIFIED,
TG-RR-FNR-BRG-0202,202,202,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,2.57,17.068469,78.169843,VERIFIED,
TG-RR-FNR-BRG-0203,203,203,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,13.23,17.069135,78.206175,VERIFIED,
TG-RR-FNR-BRG-0204,204,204,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,11.66,17.068883,78.186841,CONFLICT,Owner mismatch: Deed titleholder 'K. Chandraiah' vs Extracted 'B. Vittal Reddy'
TG-RR-FNR-BRG-0205,205,205,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.16,17.068603,78.184329,VERIFIED,
TG-RR-FNR-BRG-0206,206,206,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,1.92,17.068895,78.183654,VERIFIED,
TG-RR-FNR-BRG-0207,207,207,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,7.05,17.068993,78.168451,VERIFIED,
TG-RR-FNR-BRG-0208,208,208,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,3.81,17.068752,78.188451,VERIFIED,
TG-RR-FNR-BRG-0209,209,209,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.34,17.068674,78.178677,VERIFIED,
TG-RR-FNR-BRG-0210,210,210,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,5.87,17.068504,78.194701,VERIFIED,
TG-RR-FNR-BRG-0211,211,211,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,9.97,17.068285,78.174719,VERIFIED,
TG-RR-FNR-BRG-0212,212,212,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,4.51,17.068411,78.172379,VERIFIED,
TG-RR-FNR-BRG-0213,213,213,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.1,17.068418,78.196645,VERIFIED,
TG-RR-FNR-BRG-0214,214,214,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,3.62,17.068836,78.207366,VERIFIED,
TG-RR-FNR-BRG-0215,215,215,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.45,17.06811,78.19871,CONFLICT,Area mismatch: Document states 8.05 Acres vs GIS 7.45 Acres (8.0% diff)
TG-RR-FNR-BRG-0216,216,216,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,4.78,17.068306,78.17963,VERIFIED,
TG-RR-FNR-BRG-0217,217,217,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.53,17.068112,78.183503,VERIFIED,
TG-RR-FNR-BRG-0218,218,218,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,7.01,17.068103,78.203428,VERIFIED,
TG-RR-FNR-BRG-0219,219,219,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,1.47,17.068089,78.1887,VERIFIED,
TG-RR-FNR-BRG-0220,220,220,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,6.35,17.06794,78.200357,VERIFIED,
TG-RR-FNR-BRG-0221,221,221,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,9.29,17.067964,78.18099,VERIFIED,
TG-RR-FNR-BRG-0222,222,222,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.68,17.06794,78.201472,VERIFIED,
TG-RR-FNR-BRG-0223,223,223,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.89,17.068305,78.195575,VERIFIED,
TG-RR-FNR-BRG-0224,224,224,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,4.21,17.067817,78.182519,VERIFIED,
TG-RR-FNR-BRG-0225,225,225,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,7.23,17.067669,78.202318,VERIFIED,
TG-RR-FNR-BRG-0226,226,226,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,4.05,17.067806,78.189422,VERIFIED,
TG-RR-FNR-BRG-0227,227,227,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,1.55,17.067613,78.207795,VERIFIED,
TG-RR-FNR-BRG-0228,228,228,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,1.36,17.067731,78.195439,VERIFIED,
TG-RR-FNR-BRG-0229,229,229,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.04,17.067826,78.192149,VERIFIED,
TG-RR-FNR-BRG-0230,230,230,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,4.75,17.067464,78.206954,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0231,231,231,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.35,17.06792,78.177817,VERIFIED,
TG-RR-FNR-BRG-0232,232,232,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,11.58,17.068058,78.167413,VERIFIED,
TG-RR-FNR-BRG-0233,233,233,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.36,17.067443,78.17876,VERIFIED,
TG-RR-FNR-BRG-0234,234,234,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,2.76,17.067714,78.169323,VERIFIED,
TG-RR-FNR-BRG-0235,235,235,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.32,17.067689,78.17659,VERIFIED,
TG-RR-FNR-BRG-0236,236,236,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,5.81,17.067703,78.190704,VERIFIED,
TG-RR-FNR-BRG-0237,237,237,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,6.1,17.067118,78.196644,VERIFIED,
TG-RR-FNR-BRG-0238,238,238,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,3.41,17.067471,78.172017,VERIFIED,
TG-RR-FNR-BRG-0239,239,239,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.91,17.066953,78.177666,VERIFIED,
TG-RR-FNR-BRG-0240,240,240,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,9.12,17.067189,78.187723,VERIFIED,
TG-RR-FNR-BRG-0241,241,241,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,2.46,17.067401,78.183791,VERIFIED,
TG-RR-FNR-BRG-0242,242,242,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,2.33,17.067098,78.169082,VERIFIED,
TG-RR-FNR-BRG-0243,243,243,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,6.85,17.067493,78.173498,VERIFIED,
TG-RR-FNR-BRG-0244,244,244,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,5.76,17.06725,78.170639,VERIFIED,
TG-RR-FNR-BRG-0245,245,245,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,2.25,17.067183,78.195237,VERIFIED,
TG-RR-FNR-BRG-0246,246,246,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,7.66,17.067234,78.205144,VERIFIED,
TG-RR-FNR-BRG-0247,247,247,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.56,17.066881,78.176168,VERIFIED,
TG-RR-FNR-BRG-0248,248,248,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,4.71,17.067243,78.193214,VERIFIED,
TG-RR-FNR-BRG-0249,249,249,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,3.07,17.06687,78.183027,VERIFIED,
TG-RR-FNR-BRG-0250,250,250,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,2.14,17.066897,78.191175,VERIFIED,
TG-RR-FNR-BRG-0251,251,251,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,4.76,17.066882,78.194265,VERIFIED,
TG-RR-FNR-BRG-0252,252,252,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,5.32,17.066366,78.171744,VERIFIED,
TG-RR-FNR-BRG-0253,253,253,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.76,17.066422,78.20409,VERIFIED,
TG-RR-FNR-BRG-0254,254,254,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,5.81,17.066574,78.184357,VERIFIED,
TG-RR-FNR-BRG-0255,255,255,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,3.78,17.066889,78.180057,CONFLICT,Owner mismatch: Deed titleholder 'R. Prabhakar' vs Extracted 'M. Krishna Murthy'
TG-RR-FNR-BRG-0256,256,256,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,8.39,17.066397,78.189338,VERIFIED,
TG-RR-FNR-BRG-0257,257,257,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.96,17.066155,78.191296,VERIFIED,
TG-RR-FNR-BRG-0258,258,258,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,7.85,17.066686,78.186123,VERIFIED,
TG-RR-FNR-BRG-0259,259,259,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.54,17.066099,78.195865,VERIFIED,
TG-RR-FNR-BRG-0260,260,260,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,4.16,17.066202,78.192271,VERIFIED,
TG-RR-FNR-BRG-0261,261,261,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.98,17.066406,78.169355,VERIFIED,
TG-RR-FNR-BRG-0262,262,262,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,4.12,17.06621,78.172972,VERIFIED,
TG-RR-FNR-BRG-0263,263,263,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,10.38,17.06633,78.200251,VERIFIED,
TG-RR-FNR-BRG-0264,264,264,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,3.36,17.066497,78.168139,VERIFIED,
TG-RR-FNR-BRG-0265,265,265,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,8.38,17.066561,78.198138,VERIFIED,
TG-RR-FNR-BRG-0266,266,266,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,4.83,17.066049,78.185258,VERIFIED,
TG-RR-FNR-BRG-0267,267,267,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,1.9,17.066429,78.17938,CONFLICT,Area mismatch: Document states 2.05 Acres vs GIS 1.9 Acres (8.0% diff)
TG-RR-FNR-BRG-0268,268,268,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,2.48,17.066322,78.178755,VERIFIED,
TG-RR-FNR-BRG-0269,269,269,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,9.76,17.066148,78.207124,VERIFIED,
TG-RR-FNR-BRG-0270,270,270,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.4,17.066299,78.182808,VERIFIED,
TG-RR-FNR-BRG-0271,271,271,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,5.41,17.065793,78.170094,VERIFIED,
TG-RR-FNR-BRG-0272,272,272,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,3.93,17.066271,78.180843,VERIFIED,
TG-RR-FNR-BRG-0273,273,273,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,6.71,17.066153,78.16707,VERIFIED,
TG-RR-FNR-BRG-0274,274,274,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,5.88,17.065641,78.193173,VERIFIED,
TG-RR-FNR-BRG-0275,275,275,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,3.1,17.066067,78.182185,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0276,276,276,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.14,17.065775,78.173755,VERIFIED,
TG-RR-FNR-BRG-0277,277,277,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.91,17.066289,78.174646,VERIFIED,
TG-RR-FNR-BRG-0278,278,278,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.98,17.065768,78.176444,VERIFIED,
TG-RR-FNR-BRG-0279,279,279,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.63,17.065704,78.19898,VERIFIED,
TG-RR-FNR-BRG-0280,280,280,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,2.02,17.065524,78.180785,VERIFIED,
TG-RR-FNR-BRG-0281,281,281,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,9.05,17.065158,78.178364,VERIFIED,
TG-RR-FNR-BRG-0282,282,282,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,6.26,17.065378,78.194663,VERIFIED,
TG-RR-FNR-BRG-0283,283,283,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.24,17.065213,78.168629,VERIFIED,
TG-RR-FNR-BRG-0284,284,284,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,6.35,17.065139,78.174875,VERIFIED,
TG-RR-FNR-BRG-0285,285,285,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,1.51,17.065223,78.180348,VERIFIED,
TG-RR-FNR-BRG-0286,286,286,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,5.33,17.064766,78.179762,VERIFIED,
TG-RR-FNR-BRG-0287,287,287,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.61,17.065909,78.202519,VERIFIED,
TG-RR-FNR-BRG-0288,288,288,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,2.22,17.065421,78.182101,VERIFIED,
TG-RR-FNR-BRG-0289,289,289,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,0.79,17.065018,78.202589,VERIFIED,
TG-RR-FNR-BRG-0290,290,290,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,5.25,17.065336,78.190206,VERIFIED,
TG-RR-FNR-BRG-0291,291,291,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,5.97,17.065045,78.197905,VERIFIED,
TG-RR-FNR-BRG-0292,292,292,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,11.13,17.065184,78.187578,VERIFIED,
TG-RR-FNR-BRG-0293,293,293,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,5.75,17.065282,78.205886,VERIFIED,
TG-RR-FNR-BRG-0294,294,294,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.14,17.065098,78.183135,VERIFIED,
TG-RR-FNR-BRG-0295,295,295,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.13,17.064583,78.166587,VERIFIED,
TG-RR-FNR-BRG-0296,296,296,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,4.86,17.064753,78.199324,VERIFIED,
TG-RR-FNR-BRG-0297,297,297,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,0.63,17.064873,78.182178,VERIFIED,
TG-RR-FNR-BRG-0298,298,298,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,1.39,17.064939,78.203061,CONFLICT,Owner mismatch: Deed titleholder 'A. Balraj' vs Extracted 'N. Shankaraiah'
TG-RR-FNR-BRG-0299,299,299,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,3.93,17.06493,78.205007,VERIFIED,
TG-RR-FNR-BRG-0300,300,300,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,8.08,17.064766,78.17059,VERIFIED,
TG-RR-FNR-BRG-0301,301,301,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.29,17.064854,78.201456,VERIFIED,
TG-RR-FNR-BRG-0302,302,302,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,6.4,17.064912,78.172419,VERIFIED,
TG-RR-FNR-BRG-0303,303,303,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,3.48,17.064969,78.183883,VERIFIED,
TG-RR-FNR-BRG-0304,304,304,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,1.06,17.064501,78.182604,VERIFIED,
TG-RR-FNR-BRG-0305,305,305,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,4.76,17.064563,78.181305,VERIFIED,
TG-RR-FNR-BRG-0306,306,306,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,6.79,17.064666,78.191479,VERIFIED,
TG-RR-FNR-BRG-0307,307,307,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.85,17.064932,78.20384,VERIFIED,
TG-RR-FNR-BRG-0308,308,308,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,3.82,17.06485,78.176725,VERIFIED,
TG-RR-FNR-BRG-0309,309,309,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.72,17.064198,78.177367,VERIFIED,
TG-RR-FNR-BRG-0310,310,310,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,6.1,17.064559,78.207087,VERIFIED,
TG-RR-FNR-BRG-0311,311,311,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,6.15,17.064558,78.185048,VERIFIED,
TG-RR-FNR-BRG-0312,312,312,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,1.72,17.064085,78.203268,CONFLICT,Area mismatch: Document states 1.86 Acres vs GIS 1.72 Acres (8.0% diff)
TG-RR-FNR-BRG-0313,313,313,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.39,17.063864,78.182016,VERIFIED,
TG-RR-FNR-BRG-0314,314,314,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,5.06,17.064594,78.18911,VERIFIED,
TG-RR-FNR-BRG-0315,315,315,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,7.13,17.063774,78.176668,VERIFIED,
TG-RR-FNR-BRG-0316,316,316,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,2.22,17.064107,78.20244,VERIFIED,
TG-RR-FNR-BRG-0317,317,317,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,8.25,17.06405,78.186278,VERIFIED,
TG-RR-FNR-BRG-0318,318,318,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.14,17.064051,78.183938,VERIFIED,
TG-RR-FNR-BRG-0319,319,319,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,7.07,17.064559,78.196638,VERIFIED,
TG-RR-FNR-BRG-0320,320,320,V. Narsimha,Burgul,Farooqnagar,Rangareddy,Telangana,9.55,17.063991,78.168,REVIEW_REQUIRED,Low OCR confidence in handwritten Tippon annotation
TG-RR-FNR-BRG-0321,321,321,S. Kistamma,Burgul,Farooqnagar,Rangareddy,Telangana,5.19,17.06374,78.204286,VERIFIED,
TG-RR-FNR-BRG-0322,322,322,A. Balraj,Burgul,Farooqnagar,Rangareddy,Telangana,9.57,17.064003,78.193235,VERIFIED,
TG-RR-FNR-BRG-0323,323,323,M. Mallesh Goud,Burgul,Farooqnagar,Rangareddy,Telangana,3.12,17.064097,78.194514,VERIFIED,
TG-RR-FNR-BRG-0324,324,324,K. Chandraiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.71,17.064248,78.195546,VERIFIED,
TG-RR-FNR-BRG-0325,325,325,J. Ramachandra Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,3.95,17.063586,78.18927,VERIFIED,
TG-RR-FNR-BRG-0326,326,326,D. Gopal Rao,Burgul,Farooqnagar,Rangareddy,Telangana,2.55,17.064171,78.208086,VERIFIED,
TG-RR-FNR-BRG-0327,327,327,R. Prabhakar,Burgul,Farooqnagar,Rangareddy,Telangana,2.75,17.063757,78.183188,VERIFIED,
TG-RR-FNR-BRG-0328,328,328,E. Yadagiri,Burgul,Farooqnagar,Rangareddy,Telangana,2.31,17.06396,78.190795,VERIFIED,
TG-RR-FNR-BRG-0329,329,329,N. Shankaraiah,Burgul,Farooqnagar,Rangareddy,Telangana,2.05,17.063865,78.171614,VERIFIED,
TG-RR-FNR-BRG-0330,330,330,P. Suseela,Burgul,Farooqnagar,Rangareddy,Telangana,1.99,17.06384,78.172517,VERIFIED,
TG-RR-FNR-BRG-0331,331,331,B. Vittal Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.78,17.06364,78.205488,VERIFIED,
TG-RR-FNR-BRG-0332,332,332,K. Padma,Burgul,Farooqnagar,Rangareddy,Telangana,10.97,17.063497,78.200538,VERIFIED,
TG-RR-FNR-BRG-0333,333,333,G. Lingaiah,Burgul,Farooqnagar,Rangareddy,Telangana,10.6,17.063491,78.173754,VERIFIED,
TG-RR-FNR-BRG-0334,334,334,M. Krishna Murthy,Burgul,Farooqnagar,Rangareddy,Telangana,0.97,17.063608,78.194873,VERIFIED,
TG-RR-FNR-BRG-0335,335,335,S. Venkat Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,1.59,17.063639,78.207649,CONFLICT,Owner mismatch: Deed titleholder 'S. Venkat Reddy' vs Extracted 'T. Ramaiah'
TG-RR-FNR-BRG-0336,336,336,A. Jagadeeshwar,Burgul,Farooqnagar,Rangareddy,Telangana,4.3,17.063628,78.170607,VERIFIED,
TG-RR-FNR-BRG-0337,337,337,G. Srinivas Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,2.27,17.063361,78.190111,VERIFIED,
TG-RR-FNR-BRG-0338,338,338,K. Venkateshwar Rao,Burgul,Farooqnagar,Rangareddy,Telangana,5.16,17.062814,78.172357,VERIFIED,
TG-RR-FNR-BRG-0339,339,339,M. Lakshmi Bai,Burgul,Farooqnagar,Rangareddy,Telangana,6.61,17.063308,78.199136,VERIFIED,
TG-RR-FNR-BRG-0340,340,340,P. Anjaneyulu,Burgul,Farooqnagar,Rangareddy,Telangana,1.44,17.063338,78.196994,VERIFIED,
TG-RR-FNR-BRG-0341,341,341,B. Satyanarayana,Burgul,Farooqnagar,Rangareddy,Telangana,7.53,17.063108,78.202492,VERIFIED,
TG-RR-FNR-BRG-0342,342,342,T. Ramaiah,Burgul,Farooqnagar,Rangareddy,Telangana,3.57,17.063031,78.195036,VERIFIED,
TG-RR-FNR-BRG-0343,343,343,Ch. Madhava Reddy,Burgul,Farooqnagar,Rangareddy,Telangana,4.95,17.063341,78.197716,VERIFIED,
