document_id,parcel_id,ocr_survey_number,ocr_owner_name,ocr_area_acres,ocr_village,ocr_confidence,extraction_status,validation_issue
DOC-BRG-0216,TG-RR-FNR-BRG-0216,216,A. Jagadeeshwar,4.78,Burgul,0.98,COMPLETED,
DOC-BRG-0217,TG-RR-FNR-BRG-0217,217,G. Srinivas Reddy,1.53,Burgul,0.97,COMPLETED,
DOC-BRG-0218,TG-RR-FNR-BRG-0218,218,K. Venkateshwar Rao,7.01,Burgul,0.94,COMPLETED,
DOC-BRG-0219,TG-RR-FNR-BRG-0219,219,M. Lakshmi Bai,1.47,Burgul,0.98,COMPLETED,
DOC-BRG-0220,TG-RR-FNR-BRG-0220,220,P. Anjaneyulu,6.35,Burgul,0.96,COMPLETED,
DOC-BRG-0221,TG-RR-FNR-BRG-0221,221,B. Satyanarayana,9.29,Burgul,0.93,COMPLETED,
DOC-BRG-0222,TG-RR-FNR-BRG-0222,222,T. Ramaiah,5.68,Burgul,0.92,COMPLETED,
DOC-BRG-0223,TG-RR-FNR-BRG-0223,223,Ch. Madhava Reddy,1.89,Burgul,0.93,COMPLETED,
DOC-BRG-0224,TG-RR-FNR-BRG-0224,224,V. Narsimha,4.21,Burgul,0.96,COMPLETED,
DOC-BRG-0225,TG-RR-FNR-BRG-0225,225,S. Kistamma,7.23,Burgul,0.91,COMPLETED,
DOC-BRG-0226,TG-RR-FNR-BRG-0226,226,A. Balraj,4.05,Burgul,0.89,COMPLETED,
DOC-BRG-0227,TG-RR-FNR-BRG-0227,227,M. Mallesh Goud,1.55,Burgul,0.92,COMPLETED,
DOC-BRG-0228,TG-RR-FNR-BRG-0228,228,K. Chandraiah,1.36,Burgul,0.94,COMPLETED,
DOC-BRG-0229,TG-RR-FNR-BRG-0229,229,J. Ramachandra Reddy,5.04,Burgul,0.98,COMPLETED,
DOC-BRG-0230,TG-RR-FNR-BRG-0230,230,D. Gopal Rao,4.75,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0231,TG-RR-FNR-BRG-0231,231,R. Prabhakar,2.35,Burgul,0.9,COMPLETED,
DOC-BRG-0232,TG-RR-FNR-BRG-0232,232,E. Yadagiri,11.58,Burgul,0.97,COMPLETED,
DOC-BRG-0233,TG-RR-FNR-BRG-0233,233,N. Shankaraiah,3.36,Burgul,0.99,COMPLETED,
DOC-BRG-0234,TG-RR-FNR-BRG-0234,234,P. Suseela,2.76,Burgul,0.98,COMPLETED,
DOC-BRG-0235,TG-RR-FNR-BRG-0235,235,B. Vittal Reddy,3.32,Burgul,0.89,COMPLETED,
DOC-BRG-0236,TG-RR-FNR-BRG-0236,236,K. Padma,5.81,Burgul,0.93,COMPLETED,
DOC-BRG-0237,TG-RR-FNR-BRG-0237,237,G. Lingaiah,6.1,Burgul,0.91,COMPLETED,
DOC-BRG-0238,TG-RR-FNR-BRG-0238,238,M. Krishna Murthy,3.41,Burgul,0.97,COMPLETED,
DOC-BRG-0239,TG-RR-FNR-BRG-0239,239,S. Venkat Reddy,3.91,Burgul,0.92,COMPLETED,
DOC-BRG-0240,TG-RR-FNR-BRG-0240,240,A. Jagadeeshwar,9.12,Burgul,0.94,COMPLETED,
DOC-BRG-0241,TG-RR-FNR-BRG-0241,241,G. Srinivas Reddy,2.46,Burgul,0.88,COMPLETED,
DOC-BRG-0242,TG-RR-FNR-BRG-0242,242,K. Venkateshwar Rao,2.33,Burgul,0.9,COMPLETED,
DOC-BRG-0243,TG-RR-FNR-BRG-0243,243,M. Lakshmi Bai,6.85,Burgul,0.94,COMPLETED,
DOC-BRG-0244,TG-RR-FNR-BRG-0244,244,P. Anjaneyulu,5.76,Burgul,0.91,COMPLETED,
DOC-BRG-0245,TG-RR-FNR-BRG-0245,245,B. Satyanarayana,2.25,Burgul,0.95,COMPLETED,
DOC-BRG-0246,TG-RR-FNR-BRG-0246,246,T. Ramaiah,7.66,Burgul,0.93,COMPLETED,
DOC-BRG-0247,TG-RR-FNR-BRG-0247,247,Ch. Madhava Reddy,5.56,Burgul,0.95,COMPLETED,
DOC-BRG-0248,TG-RR-FNR-BRG-0248,248,V. Narsimha,4.71,Burgul,0.93,COMPLETED,
DOC-BRG-0249,TG-RR-FNR-BRG-0249,249,S. Kistamma,3.07,Burgul,0.96,COMPLETED,
DOC-BRG-0250,TG-RR-FNR-BRG-0250,250,A. Balraj,2.14,Burgul,0.9,COMPLETED,
DOC-BRG-0251,TG-RR-FNR-BRG-0251,251,M. Mallesh Goud,4.76,Burgul,0.98,COMPLETED,
DOC-BRG-0252,TG-RR-FNR-BRG-0252,252,K. Chandraiah,5.32,Burgul,0.96,COMPLETED,
DOC-BRG-0253,TG-RR-FNR-BRG-0253,253,J. Ramachandra Reddy,7.76,Burgul,0.91,COMPLETED,
DOC-BRG-0254,TG-RR-FNR-BRG-0254,254,D. Gopal Rao,5.81,Burgul,0.88,COMPLETED,
DOC-BRG-0255,TG-RR-FNR-BRG-0255,255,M. Krishna Murthy,3.78,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'R. Prabhakar' vs Extracted 'M. Krishna Murthy'
DOC-BRG-0256,TG-RR-FNR-BRG-0256,256,E. Yadagiri,8.39,Burgul,0.93,COMPLETED,
DOC-BRG-0257,TG-RR-FNR-BRG-0257,257,N. Shankaraiah,3.96,Burgul,0.91,COMPLETED,
DOC-BRG-0258,TG-RR-FNR-BRG-0258,258,P. Suseela,7.85,Burgul,0.92,COMPLETED,
DOC-BRG-0259,TG-RR-FNR-BRG-0259,259,B. Vittal Reddy,6.54,Burgul,0.97,COMPLETED,
DOC-BRG-0260,TG-RR-FNR-BRG-0260,260,K. Padma,4.16,Burgul,0.98,COMPLETED,
DOC-BRG-0261,TG-RR-FNR-BRG-0261,261,G. Lingaiah,2.98,Burgul,0.98,COMPLETED,
DOC-BRG-0262,TG-RR-FNR-BRG-0262,262,M. Krishna Murthy,4.12,Burgul,0.88,COMPLETED,
DOC-BRG-0263,TG-RR-FNR-BRG-0263,263,S. Venkat Reddy,10.38,Burgul,0.95,COMPLETED,
DOC-BRG-0264,TG-RR-FNR-BRG-0264,264,A. Jagadeeshwar,3.36,Burgul,0.97,COMPLETED,
DOC-BRG-0265,TG-RR-FNR-BRG-0265,265,G. Srinivas Reddy,8.38,Burgul,0.96,COMPLETED,
DOC-BRG-0266,TG-RR-FNR-BRG-0266,266,K. Venkateshwar Rao,4.83,Burgul,0.89,COMPLETED,
DOC-BRG-0267,TG-RR-FNR-BRG-0267,267,M. Lakshmi Bai,2.05,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 2.05 Acres vs GIS 1.9 Acres (8.0% diff)
DOC-BRG-0268,TG-RR-FNR-BRG-0268,268,P. Anjaneyulu,2.48,Burgul,0.94,COMPLETED,
DOC-BRG-0269,TG-RR-FNR-BRG-0269,269,B. Satyanarayana,9.76,Burgul,0.91,COMPLETED,
DOC-BRG-0270,TG-RR-FNR-BRG-0270,270,T. Ramaiah,3.4,Burgul,0.93,COMPLETED,
DOC-BRG-0271,TG-RR-FNR-BRG-0271,271,Ch. Madhava Reddy,5.41,Burgul,0.89,COMPLETED,
DOC-BRG-0272,TG-RR-FNR-BRG-0272,272,V. Narsimha,3.93,Burgul,0.99,COMPLETED,
DOC-BRG-0273,TG-RR-FNR-BRG-0273,273,S. Kistamma,6.71,Burgul,0.96,COMPLETED,
DOC-BRG-0274,TG-RR-FNR-BRG-0274,274,A. Balraj,5.88,Burgul,0.89,COMPLETED,
DOC-BRG-0275,TG-RR-FNR-BRG-0275,275,M. Mallesh Goud,3.1,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0276,TG-RR-FNR-BRG-0276,276,K. Chandraiah,4.14,Burgul,0.98,COMPLETED,
DOC-BRG-0277,TG-RR-FNR-BRG-0277,277,J. Ramachandra Reddy,3.91,Burgul,0.98,COMPLETED,
DOC-BRG-0278,TG-RR-FNR-BRG-0278,278,D. Gopal Rao,6.98,Burgul,0.94,COMPLETED,
DOC-BRG-0279,TG-RR-FNR-BRG-0279,279,R. Prabhakar,2.63,Burgul,0.96,COMPLETED,
DOC-BRG-0280,TG-RR-FNR-BRG-0280,280,E. Yadagiri,2.02,Burgul,0.92,COMPLETED,
DOC-BRG-0281,TG-RR-FNR-BRG-0281,281,N. Shankaraiah,9.05,Burgul,0.99,COMPLETED,
DOC-BRG-0282,TG-RR-FNR-BRG-0282,282,P. Suseela,6.26,Burgul,0.89,COMPLETED,
DOC-BRG-0283,TG-RR-FNR-BRG-0283,283,B. Vittal Reddy,6.24,Burgul,0.89,COMPLETED,
DOC-BRG-0284,TG-RR-FNR-BRG-0284,284,K. Padma,6.35,Burgul,0.89,COMPLETED,
DOC-BRG-0285,TG-RR-FNR-BRG-0285,285,G. Lingaiah,1.51,Burgul,0.97,COMPLETED,
DOC-BRG-0286,TG-RR-FNR-BRG-0286,286,M. Krishna Murthy,5.33,Burgul,0.89,COMPLETED,
DOC-BRG-0287,TG-RR-FNR-BRG-0287,287,S. Venkat Reddy,6.61,Burgul,0.94,COMPLETED,
DOC-BRG-0288,TG-RR-FNR-BRG-0288,288,A. Jagadeeshwar,2.22,Burgul,0.93,COMPLETED,
DOC-BRG-0289,TG-RR-FNR-BRG-0289,289,G. Srinivas Reddy,0.79,Burgul,0.99,COMPLETED,
DOC-BRG-0290,TG-RR-FNR-BRG-0290,290,K. Venkateshwar Rao,5.25,Burgul,0.91,COMPLETED,
DOC-BRG-0291,TG-RR-FNR-BRG-0291,291,M. Lakshmi Bai,5.97,Burgul,0.91,COMPLETED,
DOC-BRG-0292,TG-RR-FNR-BRG-0292,292,P. Anjaneyulu,11.13,Burgul,0.91,COMPLETED,
DOC-BRG-0293,TG-RR-FNR-BRG-0293,293,B. Satyanarayana,5.75,Burgul,0.97,COMPLETED,
DOC-BRG-0294,TG-RR-FNR-BRG-0294,294,T. Ramaiah,2.14,Burgul,0.96,COMPLETED,
DOC-BRG-0295,TG-RR-FNR-BRG-0295,295,Ch. Madhava Reddy,6.13,Burgul,0.96,COMPLETED,
DOC-BRG-0296,TG-RR-FNR-BRG-0296,296,V. Narsimha,4.86,Burgul,0.91,COMPLETED,
DOC-BRG-0297,TG-RR-FNR-BRG-0297,297,S. Kistamma,0.63,Burgul,0.91,COMPLETED,
DOC-BRG-0298,TG-RR-FNR-BRG-0298,298,N. Shankaraiah,1.39,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'A. Balraj' vs Extracted 'N. Shankaraiah'
DOC-BRG-0299,TG-RR-FNR-BRG-0299,299,M. Mallesh Goud,3.93,Burgul,0.89,COMPLETED,
DOC-BRG-0300,TG-RR-FNR-BRG-0300,300,K. Chandraiah,8.08,Burgul,0.9,COMPLETED,
DOC-BRG-0301,TG-RR-FNR-BRG-0301,301,J. Ramachandra Reddy,7.29,Burgul,0.97,COMPLETED,
DOC-BRG-0302,TG-RR-FNR-BRG-0302,302,D. Gopal Rao,6.4,Burgul,0.94,COMPLETED,
DOC-BRG-0303,TG-RR-FNR-BRG-0303,303,R. Prabhakar,3.48,Burgul,0.9,COMPLETED,
DOC-BRG-0304,TG-RR-FNR-BRG-0304,304,E. Yadagiri,1.06,Burgul,0.9,COMPLETED,
DOC-BRG-0305,TG-RR-FNR-BRG-0305,305,N. Shankaraiah,4.76,Burgul,0.93,COMPLETED,
DOC-BRG-0306,TG-RR-FNR-BRG-0306,306,P. Suseela,6.79,Burgul,0.92,COMPLETED,
DOC-BRG-0307,TG-RR-FNR-BRG-0307,307,B. Vittal Reddy,3.85,Burgul,0.94,COMPLETED,
DOC-BRG-0308,TG-RR-FNR-BRG-0308,308,K. Padma,3.82,Burgul,0.99,COMPLETED,
DOC-BRG-0309,TG-RR-FNR-BRG-0309,309,G. Lingaiah,2.72,Burgul,0.9,COMPLETED,
DOC-BRG-0310,TG-RR-FNR-BRG-0310,310,M. Krishna Murthy,6.1,Burgul,0.91,COMPLETED,
DOC-BRG-0311,TG-RR-FNR-BRG-0311,311,S. Venkat Reddy,6.15,Burgul,0.91,COMPLETED,
DOC-BRG-0312,TG-RR-FNR-BRG-0312,312,A. Jagadeeshwar,1.86,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 1.86 Acres vs GIS 1.72 Acres (8.0% diff)
DOC-BRG-0313,TG-RR-FNR-BRG-0313,313,G. Srinivas Reddy,3.39,Burgul,0.89,COMPLETED,
DOC-BRG-0314,TG-RR-FNR-BRG-0314,314,K. Venkateshwar Rao,5.06,Burgul,0.9,COMPLETED,
DOC-BRG-0315,TG-RR-FNR-BRG-0315,315,M. Lakshmi Bai,7.13,Burgul,0.96,COMPLETED,
DOC-BRG-0316,TG-RR-FNR-BRG-0316,316,P. Anjaneyulu,2.22,Burgul,0.97,COMPLETED,
DOC-BRG-0317,TG-RR-FNR-BRG-0317,317,B. Satyanarayana,8.25,Burgul,0.96,COMPLETED,
DOC-BRG-0318,TG-RR-FNR-BRG-0318,318,T. Ramaiah,2.14,Burgul,0.88,COMPLETED,
DOC-BRG-0319,TG-RR-FNR-BRG-0319,319,Ch. Madhava Reddy,7.07,Burgul,0.97,COMPLETED,
DOC-BRG-0320,TG-RR-FNR-BRG-0320,320,V. Narsimha,9.55,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0321,TG-RR-FNR-BRG-0321,321,S. Kistamma,5.19,Burgul,0.92,COMPLETED,
DOC-BRG-0322,TG-RR-FNR-BRG-0322,322,A. Balraj,9.57,Burgul,0.89,COMPLETED,
DOC-BRG-0323,TG-RR-FNR-BRG-0323,323,M. Mallesh Goud,3.12,Burgul,0.91,COMPLETED,
DOC-BRG-0324,TG-RR-FNR-BRG-0324,324,K. Chandraiah,3.71,Burgul,0.92,COMPLETED,
DOC-BRG-0325,TG-RR-FNR-BRG-0325,325,J. Ramachandra Reddy,3.95,Burgul,0.94,COMPLETED,
DOC-BRG-0326,TG-RR-FNR-BRG-0326,326,D. Gopal Rao,2.55,Burgul,0.95,COMPLETED,
DOC-BRG-0327,TG-RR-FNR-BRG-0327,327,R. Prabhakar,2.75,Burgul,0.91,COMPLETED,
DOC-BRG-0328,TG-RR-FNR-BRG-0328,328,E. Yadagiri,2.31,Burgul,0.99,COMPLETED,
DOC-BRG-0329,TG-RR-FNR-BRG-0329,329,N. Shankaraiah,2.05,Burgul,0.88,COMPLETED,
DOC-BRG-0330,TG-RR-FNR-BRG-0330,330,P. Suseela,1.99,Burgul,0.92,COMPLETED,
DOC-BRG-0331,TG-RR-FNR-BRG-0331,331,B. Vittal Reddy,4.78,Burgul,0.93,COMPLETED,
DOC-BRG-0332,TG-RR-FNR-BRG-0332,332,K. Padma,10.97,Burgul,0.96,COMPLETED,
DOC-BRG-0333,TG-RR-FNR-BRG-0333,333,G. Lingaiah,10.6,Burgul,0.91,COMPLETED,
DOC-BRG-0334,TG-RR-FNR-BRG-0334,334,M. Krishna Murthy,0.97,Burgul,0.93,COMPLETED,
DOC-BRG-0335,TG-RR-FNR-BRG-0335,335,T. Ramaiah,1.59,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'S. Venkat Reddy' vs Extracted 'T. Ramaiah'
DOC-BRG-0336,TG-RR-FNR-BRG-0336,336,A. Jagadeeshwar,4.3,Burgul,0.97,COMPLETED,
DOC-BRG-0337,TG-RR-FNR-BRG-0337,337,G. Srinivas Reddy,2.27,Burgul,0.9,COMPLETED,
DOC-BRG-0338,TG-RR-FNR-BRG-0338,338,K. Venkateshwar Rao,5.16,Burgul,0.88,COMPLETED,
DOC-BRG-0339,TG-RR-FNR-BRG-0339,339,M. Lakshmi Bai,6.61,Burgul,0.97,COMPLETED,
DOC-BRG-0340,TG-RR-FNR-BRG-0340,340,P. Anjaneyulu,1.44,Burgul,0.99,COMPLETED,
DOC-BRG-0341,TG-RR-FNR-BRG-0341,341,B. Satyanarayana,7.53,Burgul,0.89,COMPLETED,
DOC-BRG-0342,TG-RR-FNR-BRG-0342,342,T. Ramaiah,3.57,Burgul,0.97,COMPLETED,
DOC-BRG-0343,TG-RR-FNR-BRG-0343,343,Ch. Madhava Reddy,4.95,Burgul,0.92,COMPLETED,
DOC-BRG-0344,TG-RR-FNR-BRG-0344,344,V. Narsimha,1.73,Burgul,0.95,COMPLETED,
DOC-BRG-0345,TG-RR-FNR-BRG-0345,345,S. Kistamma,7.18,Burgul,0.95,COMPLETED,
DOC-BRG-0346,TG-RR-FNR-BRG-0346,346,A. Balraj,8.44,Burgul,0.94,COMPLETED,
DOC-BRG-0347,TG-RR-FNR-BRG-0347,347,M. Mallesh Goud,6.99,Burgul,0.91,COMPLETED,
DOC-BRG-0348,TG-RR-FNR-BRG-0348,348,K. Chandraiah,9.82,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 9.82 Acres vs GIS 9.09 Acres (8.0% diff)
DOC-BRG-0349,TG-RR-FNR-BRG-0349,349,J. Ramachandra Reddy,16.81,Burgul,0.97,COMPLETED,
DOC-BRG-0350,TG-RR-FNR-BRG-0350,350,D. Gopal Rao,6.03,Burgul,0.88,COMPLETED,
DOC-BRG-0351,TG-RR-FNR-BRG-0351,351,R. Prabhakar,3.39,Burgul,0.89,COMPLETED,
DOC-BRG-0352,TG-RR-FNR-BRG-0352,352,E. Yadagiri,4.54,Burgul,0.98,COMPLETED,
DOC-BRG-0353,TG-RR-FNR-BRG-0353,353,N. Shankaraiah,2.63,Burgul,0.93,COMPLETED,
DOC-BRG-0354,TG-RR-FNR-BRG-0354,354,P. Suseela,2.97,Burgul,0.89,COMPLETED,
DOC-BRG-0355,TG-RR-FNR-BRG-0355,355,B. Vittal Reddy,5.15,Burgul,0.98,COMPLETED,
DOC-BRG-0356,TG-RR-FNR-BRG-0356,356,K. Padma,6.61,Burgul,0.97,COMPLETED,
DOC-BRG-0357,TG-RR-FNR-BRG-0357,357,G. Lingaiah,3.44,Burgul,0.92,COMPLETED,
DOC-BRG-0358,TG-RR-FNR-BRG-0358,358,M. Krishna Murthy,7.74,Burgul,0.88,COMPLETED,
DOC-BRG-0359,TG-RR-FNR-BRG-0359,359,S. Venkat Reddy,5.35,Burgul,0.93,COMPLETED,
DOC-BRG-0360,TG-RR-FNR-BRG-0360,360,A. Jagadeeshwar,6.17,Burgul,0.9,COMPLETED,
DOC-BRG-0361,TG-RR-FNR-BRG-0361,361,G. Srinivas Reddy,11.95,Burgul,0.94,COMPLETED,
DOC-BRG-0362,TG-RR-FNR-BRG-0362,362,K. Venkateshwar Rao,3.49,Burgul,0.97,COMPLETED,
DOC-BRG-0363,TG-RR-FNR-BRG-0363,363,M. Lakshmi Bai,1.51,Burgul,0.92,COMPLETED,
DOC-BRG-0364,TG-RR-FNR-BRG-0364,364,P. Anjaneyulu,6.1,Burgul,0.88,COMPLETED,
DOC-BRG-0365,TG-RR-FNR-BRG-0365,365,B. Satyanarayana,7.21,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0366,TG-RR-FNR-BRG-0366,366,T. Ramaiah,3.51,Burgul,0.96,COMPLETED,
DOC-BRG-0367,TG-RR-FNR-BRG-0367,367,Ch. Madhava Reddy,1.92,Burgul,0.9,COMPLETED,
DOC-BRG-0368,TG-RR-FNR-BRG-0368,368,V. Narsimha,6.78,Burgul,0.9,COMPLETED,
DOC-BRG-0369,TG-RR-FNR-BRG-0369,369,S. Kistamma,3.62,Burgul,0.9,COMPLETED,
DOC-BRG-0370,TG-RR-FNR-BRG-0370,370,A. Balraj,9.93,Burgul,0.91,COMPLETED,
DOC-BRG-0371,TG-RR-FNR-BRG-0371,371,M. Mallesh Goud,4.06,Burgul,0.98,COMPLETED,
DOC-BRG-0372,TG-RR-FNR-BRG-0372,372,K. Chandraiah,3.81,Burgul,0.88,COMPLETED,
DOC-BRG-0373,TG-RR-FNR-BRG-0373,373,J. Ramachandra Reddy,6.19,Burgul,0.95,COMPLETED,
DOC-BRG-0374,TG-RR-FNR-BRG-0374,374,D. Gopal Rao,8.35,Burgul,0.91,COMPLETED,
DOC-BRG-0375,TG-RR-FNR-BRG-0375,375,R. Prabhakar,2.68,Burgul,0.91,COMPLETED,
DOC-BRG-0376,TG-RR-FNR-BRG-0376,376,E. Yadagiri,10.35,Burgul,0.93,COMPLETED,
DOC-BRG-0377,TG-RR-FNR-BRG-0377,377,N. Shankaraiah,8.72,Burgul,0.94,COMPLETED,
DOC-BRG-0378,TG-RR-FNR-BRG-0378,378,P. Suseela,4.18,Burgul,0.89,COMPLETED,
DOC-BRG-0379,TG-RR-FNR-BRG-0379,379,B. Vittal Reddy,10.16,Burgul,0.91,COMPLETED,
DOC-BRG-0380,TG-RR-FNR-BRG-0380,380,M. Lakshmi Bai,6.9,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'K. Padma' vs Extracted 'M. Lakshmi Bai'
DOC-BRG-0381,TG-RR-FNR-BRG-0381,381,G. Lingaiah,3.59,Burgul,0.9,COMPLETED,
DOC-BRG-0382,TG-RR-FNR-BRG-0382,382,M. Krishna Murthy,10.37,Burgul,0.9,COMPLETED,
DOC-BRG-0383,TG-RR-FNR-BRG-0383,383,S. Venkat Reddy,3.71,Burgul,0.98,COMPLETED,
DOC-BRG-0384,TG-RR-FNR-BRG-0384,384,A. Jagadeeshwar,13.44,Burgul,0.94,COMPLETED,
DOC-BRG-0385,TG-RR-FNR-BRG-0385,385,G. Srinivas Reddy,5.8,Burgul,0.95,COMPLETED,
DOC-BRG-0386,TG-RR-FNR-BRG-0386,386,K. Venkateshwar Rao,3.67,Burgul,0.97,COMPLETED,
DOC-BRG-0387,TG-RR-FNR-BRG-0387,387,M. Lakshmi Bai,2.78,Burgul,0.97,COMPLETED,
DOC-BRG-0388,TG-RR-FNR-BRG-0388,388,P. Anjaneyulu,9.17,Burgul,0.99,COMPLETED,
DOC-BRG-0389,TG-RR-FNR-BRG-0389,389,B. Satyanarayana,10.5,Burgul,0.97,COMPLETED,
DOC-BRG-0390,TG-RR-FNR-BRG-0390,390,T. Ramaiah,14.7,Burgul,0.92,COMPLETED,
DOC-BRG-0391,TG-RR-FNR-BRG-0391,391,Ch. Madhava Reddy,7.0,Burgul,0.94,COMPLETED,
DOC-BRG-0392,TG-RR-FNR-BRG-0392,392,V. Narsimha,1.91,Burgul,0.93,COMPLETED,
DOC-BRG-0393,TG-RR-FNR-BRG-0393,393,S. Kistamma,11.75,Burgul,0.98,COMPLETED,
DOC-BRG-0394,TG-RR-FNR-BRG-0394,394,A. Balraj,1.94,Burgul,0.94,COMPLETED,
DOC-BRG-0395,TG-RR-FNR-BRG-0395,395,M. Mallesh Goud,1.52,Burgul,0.92,COMPLETED,
DOC-BRG-0396,TG-RR-FNR-BRG-0396,396,K. Chandraiah,2.98,Burgul,0.9,COMPLETED,
DOC-BRG-0397,TG-RR-FNR-BRG-0397,397,J. Ramachandra Reddy,6.0,Burgul,0.92,COMPLETED,
DOC-BRG-0398,TG-RR-FNR-BRG-0398,398,D. Gopal Rao,3.79,Burgul,0.9,COMPLETED,
DOC-BRG-0399,TG-RR-FNR-BRG-0399,399,R. Prabhakar,4.02,Burgul,0.98,COMPLETED,
DOC-BRG-0400,TG-RR-FNR-BRG-0400,400,E. Yadagiri,1.97,Burgul,0.97,COMPLETED,
DOC-BRG-0401,TG-RR-FNR-BRG-0401,401,N. Shankaraiah,2.48,Burgul,0.89,COMPLETED,
DOC-BRG-0402,TG-RR-FNR-BRG-0402,402,P. Suseela,1.4,Burgul,0.99,COMPLETED,
DOC-BRG-0403,TG-RR-FNR-BRG-0403,403,B. Vittal Reddy,4.74,Burgul,0.94,COMPLETED,
DOC-BRG-0404,TG-RR-FNR-BRG-0404,404,K. Padma,4.1,Burgul,0.96,COMPLETED,
DOC-BRG-0405,TG-RR-FNR-BRG-0405,405,G. Lingaiah,7.66,Burgul,0.99,COMPLETED,
DOC-BRG-0406,TG-RR-FNR-BRG-0406,406,M. Krishna Murthy,4.73,Burgul,0.99,COMPLETED,
DOC-BRG-0407,TG-RR-FNR-BRG-0407,407,S. Venkat Reddy,9.43,Burgul,0.89,COMPLETED,
DOC-BRG-0408,TG-RR-FNR-BRG-0408,408,A. Jagadeeshwar,6.18,Burgul,0.95,COMPLETED,
DOC-BRG-0409,TG-RR-FNR-BRG-0409,409,G. Srinivas Reddy,6.6,Burgul,0.91,COMPLETED,
DOC-BRG-0410,TG-RR-FNR-BRG-0410,410,K. Venkateshwar Rao,6.4,Burgul,0.62,NEEDS_REVIEW,Low OCR confidence in handwritten Tippon annotation
DOC-BRG-0411,TG-RR-FNR-BRG-0411,411,M. Lakshmi Bai,5.89,Burgul,0.97,COMPLETED,
DOC-BRG-0412,TG-RR-FNR-BRG-0412,412,P. Anjaneyulu,6.13,Burgul,0.68,NEEDS_REVIEW,Area mismatch: Document states 6.13 Acres vs GIS 5.68 Acres (8.0% diff)
DOC-BRG-0413,TG-RR-FNR-BRG-0413,413,B. Satyanarayana,13.89,Burgul,0.98,COMPLETED,
DOC-BRG-0414,TG-RR-FNR-BRG-0414,414,T. Ramaiah,10.32,Burgul,0.89,COMPLETED,
DOC-BRG-0415,TG-RR-FNR-BRG-0415,415,Ch. Madhava Reddy,7.56,Burgul,0.99,COMPLETED,
DOC-BRG-0416,TG-RR-FNR-BRG-0416,416,V. Narsimha,3.65,Burgul,0.9,COMPLETED,
DOC-BRG-0417,TG-RR-FNR-BRG-0417,417,S. Kistamma,2.62,Burgul,0.97,COMPLETED,
DOC-BRG-0418,TG-RR-FNR-BRG-0418,418,A. Balraj,5.91,Burgul,0.97,COMPLETED,
DOC-BRG-0419,TG-RR-FNR-BRG-0419,419,M. Mallesh Goud,4.75,Burgul,0.92,COMPLETED,
DOC-BRG-0420,TG-RR-FNR-BRG-0420,420,K. Chandraiah,17.01,Burgul,0.97,COMPLETED,
DOC-BRG-0421,TG-RR-FNR-BRG-0421,421,J. Ramachandra Reddy,6.33,Burgul,0.97,COMPLETED,
DOC-BRG-0422,TG-RR-FNR-BRG-0422,422,D. Gopal Rao,10.68,Burgul,0.9,COMPLETED,
DOC-BRG-0423,TG-RR-FNR-BRG-0423,423,R. Prabhakar,10.57,Burgul,0.95,COMPLETED,
DOC-BRG-0424,TG-RR-FNR-BRG-0424,424,E. Yadagiri,5.75,Burgul,0.97,COMPLETED,
DOC-BRG-0425,TG-RR-FNR-BRG-0425,425,A. Jagadeeshwar,2.18,Burgul,0.44,NEEDS_REVIEW,Owner mismatch: Deed titleholder 'N. Shankaraiah' vs Extracted 'A. Jagadeeshwar'
DOC-BRG-0426,TG-RR-FNR-BRG-0426,426,P. Suseela,4.9,Burgul,0.96,COMPLETED,
DOC-BRG-0427,TG-RR-FNR-BRG-0427,427,B. Vittal Reddy,12.6,Burgul,0.98,COMPLETED,
DOC-BRG-0428,TG-RR-FNR-BRG-0428,428,K. Padma,4.35,Burgul,0.88,COMPLETED,
DOC-BRG-0429,TG-RR-FNR-BRG-0429,429,G. Lingaiah,8.1,Burgul,0.96,COMPLETED,
DOC-BRG-0430,TG-RR-FNR-BRG-0430,430,M. Krishna Murthy,5.88,Burgul,0.98,COMPLETED,
DOC-BRG-0431,TG-RR-FNR-BRG-0431,431,S. Venkat Reddy,10.95,Burgul,0.94,COMPLETED,
DOC-BRG-0432,TG-RR-FNR-BRG-0432,432,A. Jagadeeshwar,11.8,Burgul,0.94,COMPLETED,
DOC-BRG-0433,TG-RR-FNR-BRG-0433,433,G. Srinivas Reddy,11.36,Burgul,0.9,COMPLETED,
DOC-BRG-0434,TG-RR-FNR-BRG-0434,434,K. Venkateshwar Rao,6.68,Burgul,0.99,COMPLETED,
