parcel_id,survey_number,survey_display,sub_division,khata_number,owner_name,co_owner_name,village,mandal,district,state,land_classification,ownership_type,area_acres,area_sq_meters,mutation_status,registration_status,document_reference,confidence_score,verification_status,validation_issue,created_at,updated_at,centroid_lat,centroid_lon
P0112,212,212,,KH00112,Synthetic Owner 112,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.22,57546.35,Updated,Registered,DOC-00112,0.564,Conflict,Survey number uncertainty,2025-01-01,2025-06-01,14.659,77.5776
P0113,213,213,,KH00113,Synthetic Owner 113,Synthetic Owner 613,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.22,57546.35,Updated,Registered,DOC-00113,0.939,Verified,,2025-01-01,2025-06-01,14.659,77.58
P0114,214,214,,KH00114,Synthetic Owner 114,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.22,57546.35,Updated,Registered,DOC-00114,0.948,Verified,,2025-01-01,2025-06-01,14.659,77.5824
P0115,215,215,,KH00115,Synthetic Owner 115,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.22,57546.35,Updated,Registered,DOC-00115,0.957,Verified,,2025-01-01,2025-06-01,14.659,77.5848
P0116,216,216/3,3,KH00116,Synthetic Owner 116,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.22,57546.35,Updated,Registered,DOC-00116,0.966,Verified,,2025-01-01,2025-06-01,14.659,77.5872
P0117,217,217,,KH00117,Synthetic Owner 117,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.22,57546.35,Updated,Registered,DOC-00117,0.624,Conflict,Area mismatch,2025-01-01,2025-06-01,14.659,77.5896
P0118,218,218,,KH00118,Synthetic Owner 118,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.22,57546.35,Updated,Registered,DOC-00118,0.984,Verified,,2025-01-01,2025-06-01,14.659,77.592
P0119,219,219,,KH00119,Synthetic Owner 119,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.22,57546.35,Updated,Registered,DOC-00119,0.868,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.659,77.5944
P0120,220,220,,KH00120,Synthetic Owner 120,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.22,57546.35,Pending,Registered,DOC-00120,0.7,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.659,77.5968
P0121,221,221/2,2,KH00121,Synthetic Owner 121,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.22,57546.35,Updated,Registered,DOC-00121,0.672,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.659,77.5992
P0122,222,222,,KH00122,Synthetic Owner 122,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.22,57546.35,Pending,Registered,DOC-00122,0.724,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.659,77.6016
P0123,223,223,,KH00123,Synthetic Owner 123,Synthetic Owner 623,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.22,57546.35,Updated,Registered,DOC-00123,0.966,Verified,,2025-01-01,2025-06-01,14.659,77.604
P0124,224,224,,KH00124,Synthetic Owner 124,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.22,57546.35,Updated,Registered,DOC-00124,0.975,Verified,,2025-01-01,2025-06-01,14.659,77.6064
P0125,225,225,,KH00125,Synthetic Owner 125,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.22,57546.35,Updated,Registered,DOC-00125,0.984,Verified,,2025-01-01,2025-06-01,14.659,77.6088
P0126,226,226/1,1,KH00126,Synthetic Owner 126,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00126,0.93,Verified,,2025-01-01,2025-06-01,14.661,77.5512
P0127,227,227,,KH00127,Synthetic Owner 127,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Updated,Registered,DOC-00127,0.939,Verified,,2025-01-01,2025-06-01,14.661,77.5536
P0128,228,228,,KH00128,Synthetic Owner 128,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Updated,Registered,DOC-00128,0.456,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.661,77.556
P0129,229,229,,KH00129,Synthetic Owner 129,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Pending,Registered,DOC-00129,0.808,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.661,77.5584
P0130,230,230,,KH00130,Synthetic Owner 130,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Pending,Registered,DOC-00130,0.82,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.661,77.5608
P0131,231,231/3,3,KH00131,Synthetic Owner 131,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Updated,Registered,DOC-00131,0.975,Verified,,2025-01-01,2025-06-01,14.661,77.5632
P0132,232,232,,KH00132,Synthetic Owner 132,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00132,0.984,Verified,,2025-01-01,2025-06-01,14.661,77.5656
P0133,233,233,,KH00133,Synthetic Owner 133,Synthetic Owner 633,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2198,57545.54,Updated,Registered,DOC-00133,0.93,Verified,,2025-01-01,2025-06-01,14.661,77.568
P0134,234,234,,KH00134,Synthetic Owner 134,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Updated,Registered,DOC-00134,0.939,Verified,,2025-01-01,2025-06-01,14.661,77.5704
P0135,235,235,,KH00135,Synthetic Owner 135,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00135,0.948,Verified,,2025-01-01,2025-06-01,14.661,77.5728
P0136,236,236/2,2,KH00136,Synthetic Owner 136,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Updated,Registered,DOC-00136,0.957,Verified,,2025-01-01,2025-06-01,14.661,77.5752
P0137,237,237,,KH00137,Synthetic Owner 137,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Updated,Registered,DOC-00137,0.966,Verified,,2025-01-01,2025-06-01,14.661,77.5776
P0138,238,238,,KH00138,Synthetic Owner 138,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00138,0.975,Verified,,2025-01-01,2025-06-01,14.661,77.58
P0139,239,239,,KH00139,Synthetic Owner 139,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Updated,Registered,DOC-00139,0.588,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.661,77.5824
P0140,240,240,,KH00140,Synthetic Owner 140,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Updated,Registered,DOC-00140,0.93,Verified,,2025-01-01,2025-06-01,14.661,77.5848
P0141,241,241/1,1,KH00141,Synthetic Owner 141,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00141,0.772,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.661,77.5872
P0142,242,242,,KH00142,Synthetic Owner 142,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Updated,Registered,DOC-00142,0.784,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.661,77.5896
P0143,243,243,,KH00143,Synthetic Owner 143,Synthetic Owner 643,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2198,57545.54,Updated,Registered,DOC-00143,0.636,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.661,77.592
P0144,244,244,,KH00144,Synthetic Owner 144,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00144,0.966,Verified,,2025-01-01,2025-06-01,14.661,77.5944
P0145,245,245,,KH00145,Synthetic Owner 145,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Updated,Registered,DOC-00145,0.66,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.661,77.5968
P0146,246,246/3,3,KH00146,Synthetic Owner 146,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Updated,Registered,DOC-00146,0.672,Conflict,Area mismatch,2025-01-01,2025-06-01,14.661,77.5992
P0147,247,247,,KH00147,Synthetic Owner 147,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00147,0.93,Verified,,2025-01-01,2025-06-01,14.661,77.6016
P0148,248,248,,KH00148,Synthetic Owner 148,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2198,57545.54,Updated,Registered,DOC-00148,0.939,Verified,,2025-01-01,2025-06-01,14.661,77.604
P0149,249,249,,KH00149,Synthetic Owner 149,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2198,57545.54,Pending,Registered,DOC-00149,0.868,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.661,77.6064
P0150,250,250,,KH00150,Synthetic Owner 150,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2198,57545.54,Updated,Registered,DOC-00150,0.957,Verified,,2025-01-01,2025-06-01,14.661,77.6088
P0151,251,251/2,2,KH00151,Synthetic Owner 151,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00151,0.966,Verified,,2025-01-01,2025-06-01,14.663,77.5512
P0152,252,252,,KH00152,Synthetic Owner 152,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Updated,Registered,DOC-00152,0.975,Verified,,2025-01-01,2025-06-01,14.663,77.5536
P0153,253,253,,KH00153,Synthetic Owner 153,Synthetic Owner 653,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2197,57545.14,Updated,Registered,DOC-00153,0.984,Verified,,2025-01-01,2025-06-01,14.663,77.556
P0154,254,254,,KH00154,Synthetic Owner 154,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00154,0.93,Verified,,2025-01-01,2025-06-01,14.663,77.5584
P0155,255,255,,KH00155,Synthetic Owner 155,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Updated,Registered,DOC-00155,0.939,Verified,,2025-01-01,2025-06-01,14.663,77.5608
P0156,256,256/1,1,KH00156,Synthetic Owner 156,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Updated,Registered,DOC-00156,0.772,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.663,77.5632
P0157,257,257,,KH00157,Synthetic Owner 157,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00157,0.957,Verified,,2025-01-01,2025-06-01,14.663,77.5656
P0158,258,258,,KH00158,Synthetic Owner 158,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Pending,Registered,DOC-00158,0.796,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.663,77.568
P0159,259,259,,KH00159,Synthetic Owner 159,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Updated,Registered,DOC-00159,0.975,Verified,,2025-01-01,2025-06-01,14.663,77.5704
P0160,260,260,,KH00160,Synthetic Owner 160,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00160,0.984,Verified,,2025-01-01,2025-06-01,14.663,77.5728
P0161,261,261/3,3,KH00161,Synthetic Owner 161,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Updated,Registered,DOC-00161,0.93,Verified,,2025-01-01,2025-06-01,14.663,77.5752
P0162,262,262,,KH00162,Synthetic Owner 162,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Pending,Registered,DOC-00162,0.844,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.663,77.5776
P0163,263,263,,KH00163,Synthetic Owner 163,Synthetic Owner 663,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2197,57545.14,Updated,Registered,DOC-00163,0.948,Verified,,2025-01-01,2025-06-01,14.663,77.58
P0164,264,264,,KH00164,Synthetic Owner 164,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Updated,Registered,DOC-00164,0.588,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.663,77.5824
P0165,265,265,,KH00165,Synthetic Owner 165,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Updated,Registered,DOC-00165,0.966,Verified,,2025-01-01,2025-06-01,14.663,77.5848
P0166,266,266/2,2,KH00166,Synthetic Owner 166,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00166,0.975,Verified,,2025-01-01,2025-06-01,14.663,77.5872
P0167,267,267,,KH00167,Synthetic Owner 167,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Pending,Registered,DOC-00167,0.724,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.663,77.5896
P0168,268,268,,KH00168,Synthetic Owner 168,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Pending,Registered,DOC-00168,0.736,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.663,77.592
P0169,269,269,,KH00169,Synthetic Owner 169,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00169,0.939,Verified,,2025-01-01,2025-06-01,14.663,77.5944
P0170,270,270,,KH00170,Synthetic Owner 170,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2197,57545.14,Updated,Registered,DOC-00170,0.948,Verified,,2025-01-01,2025-06-01,14.663,77.5968
P0171,271,271/1,1,KH00171,Synthetic Owner 171,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Updated,Registered,DOC-00171,0.957,Verified,,2025-01-01,2025-06-01,14.663,77.5992
P0172,272,272,,KH00172,Synthetic Owner 172,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Pending,Registered,DOC-00172,0.784,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.663,77.6016
P0173,273,273,,KH00173,Synthetic Owner 173,Synthetic Owner 673,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2197,57545.14,Updated,Registered,DOC-00173,0.696,Conflict,Area mismatch,2025-01-01,2025-06-01,14.663,77.604
P0174,274,274,,KH00174,Synthetic Owner 174,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2197,57545.14,Updated,Registered,DOC-00174,0.808,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.663,77.6064
P0175,275,275,,KH00175,Synthetic Owner 175,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2197,57545.14,Updated,Registered,DOC-00175,0.42,Conflict,Area mismatch,2025-01-01,2025-06-01,14.663,77.6088
P0176,276,276/3,3,KH00176,Synthetic Owner 176,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00176,0.939,Verified,,2025-01-01,2025-06-01,14.665,77.5512
P0177,277,277,,KH00177,Synthetic Owner 177,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Updated,Registered,DOC-00177,0.948,Verified,,2025-01-01,2025-06-01,14.665,77.5536
P0178,278,278,,KH00178,Synthetic Owner 178,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00178,0.456,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.665,77.556
P0179,279,279,,KH00179,Synthetic Owner 179,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00179,0.966,Verified,,2025-01-01,2025-06-01,14.665,77.5584
P0180,280,280,,KH00180,Synthetic Owner 180,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Pending,Registered,DOC-00180,0.7,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.665,77.5608
P0181,281,281/2,2,KH00181,Synthetic Owner 181,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00181,0.984,Verified,,2025-01-01,2025-06-01,14.665,77.5632
P0182,282,282,,KH00182,Synthetic Owner 182,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Pending,Registered,DOC-00182,0.724,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.665,77.5656
P0183,283,283,,KH00183,Synthetic Owner 183,Synthetic Owner 683,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2196,57544.73,Pending,Registered,DOC-00183,0.736,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.665,77.568
P0184,284,284,,KH00184,Synthetic Owner 184,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00184,0.948,Verified,,2025-01-01,2025-06-01,14.665,77.5704
P0185,285,285,,KH00185,Synthetic Owner 185,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00185,0.957,Verified,,2025-01-01,2025-06-01,14.665,77.5728
P0186,286,286/1,1,KH00186,Synthetic Owner 186,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Pending,Registered,DOC-00186,0.772,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.665,77.5752
P0187,287,287,,KH00187,Synthetic Owner 187,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00187,0.975,Verified,,2025-01-01,2025-06-01,14.665,77.5776
P0188,288,288,,KH00188,Synthetic Owner 188,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00188,0.984,Verified,,2025-01-01,2025-06-01,14.665,77.58
P0189,289,289,,KH00189,Synthetic Owner 189,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Updated,Registered,DOC-00189,0.93,Verified,,2025-01-01,2025-06-01,14.665,77.5824
P0190,290,290,,KH00190,Synthetic Owner 190,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00190,0.939,Verified,,2025-01-01,2025-06-01,14.665,77.5848
P0191,291,291/3,3,KH00191,Synthetic Owner 191,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00191,0.948,Verified,,2025-01-01,2025-06-01,14.665,77.5872
P0192,292,292,,KH00192,Synthetic Owner 192,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Updated,Registered,DOC-00192,0.844,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.665,77.5896
P0193,293,293,,KH00193,Synthetic Owner 193,Synthetic Owner 693,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Joint,14.2196,57544.73,Updated,Registered,DOC-00193,0.966,Verified,,2025-01-01,2025-06-01,14.665,77.592
P0194,294,294,,KH00194,Synthetic Owner 194,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00194,0.648,Conflict,Survey number uncertainty,2025-01-01,2025-06-01,14.665,77.5944
P0195,295,295,,KH00195,Synthetic Owner 195,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Updated,Registered,DOC-00195,0.984,Verified,,2025-01-01,2025-06-01,14.665,77.5968
P0196,296,296/2,2,KH00196,Synthetic Owner 196,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00196,0.93,Verified,,2025-01-01,2025-06-01,14.665,77.5992
P0197,297,297,,KH00197,Synthetic Owner 197,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00197,0.939,Verified,,2025-01-01,2025-06-01,14.665,77.6016
P0198,298,298,,KH00198,Synthetic Owner 198,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2196,57544.73,Updated,Registered,DOC-00198,0.696,Conflict,Area mismatch,2025-01-01,2025-06-01,14.665,77.604
P0199,299,299,,KH00199,Synthetic Owner 199,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2196,57544.73,Updated,Registered,DOC-00199,0.957,Verified,,2025-01-01,2025-06-01,14.665,77.6064
P0200,300,300,,KH00200,Synthetic Owner 200,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2196,57544.73,Updated,Registered,DOC-00200,0.966,Verified,,2025-01-01,2025-06-01,14.665,77.6088
P0201,301,301/1,1,KH00201,Synthetic Owner 201,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Pending,Registered,DOC-00201,0.772,Review Required,Missing mutation information,2025-01-01,2025-06-01,14.667,77.5512
P0202,302,302,,KH00202,Synthetic Owner 202,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00202,0.984,Verified,,2025-01-01,2025-06-01,14.667,77.5536
P0203,303,303,,KH00203,Synthetic Owner 203,Synthetic Owner 703,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Joint,14.2195,57544.33,Updated,Registered,DOC-00203,0.456,Conflict,Area mismatch,2025-01-01,2025-06-01,14.667,77.556
P0204,304,304,,KH00204,Synthetic Owner 204,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00204,0.468,Review Required,Low OCR confidence,2025-01-01,2025-06-01,14.667,77.5584
P0205,305,305,,KH00205,Synthetic Owner 205,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00205,0.48,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.667,77.5608
P0206,306,306/3,3,KH00206,Synthetic Owner 206,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00206,0.832,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.667,77.5632
P0207,307,307,,KH00207,Synthetic Owner 207,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00207,0.966,Verified,,2025-01-01,2025-06-01,14.667,77.5656
P0208,308,308,,KH00208,Synthetic Owner 208,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00208,0.975,Verified,,2025-01-01,2025-06-01,14.667,77.568
P0209,309,309,,KH00209,Synthetic Owner 209,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00209,0.868,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.667,77.5704
P0210,310,310,,KH00210,Synthetic Owner 210,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00210,0.93,Verified,,2025-01-01,2025-06-01,14.667,77.5728
P0211,311,311/2,2,KH00211,Synthetic Owner 211,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00211,0.939,Verified,,2025-01-01,2025-06-01,14.667,77.5752
P0212,312,312,,KH00212,Synthetic Owner 212,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00212,0.948,Verified,,2025-01-01,2025-06-01,14.667,77.5776
P0213,313,313,,KH00213,Synthetic Owner 213,Synthetic Owner 713,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Joint,14.2195,57544.33,Updated,Registered,DOC-00213,0.957,Verified,,2025-01-01,2025-06-01,14.667,77.58
P0214,314,314,,KH00214,Synthetic Owner 214,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00214,0.966,Verified,,2025-01-01,2025-06-01,14.667,77.5824
P0215,315,315,,KH00215,Synthetic Owner 215,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00215,0.975,Verified,,2025-01-01,2025-06-01,14.667,77.5848
P0216,316,316/1,1,KH00216,Synthetic Owner 216,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00216,0.612,Conflict,Owner mismatch,2025-01-01,2025-06-01,14.667,77.5872
P0217,317,317,,KH00217,Synthetic Owner 217,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00217,0.93,Verified,,2025-01-01,2025-06-01,14.667,77.5896
P0218,318,318,,KH00218,Synthetic Owner 218,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00218,0.939,Verified,,2025-01-01,2025-06-01,14.667,77.592
P0219,319,319,,KH00219,Synthetic Owner 219,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00219,0.948,Verified,,2025-01-01,2025-06-01,14.667,77.5944
P0220,320,320,,KH00220,Synthetic Owner 220,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Government,Individual,14.2195,57544.33,Updated,Registered,DOC-00220,0.957,Verified,,2025-01-01,2025-06-01,14.667,77.5968
P0221,321,321/3,3,KH00221,Synthetic Owner 221,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Water Body,Individual,14.2195,57544.33,Updated,Registered,DOC-00221,0.966,Verified,,2025-01-01,2025-06-01,14.667,77.5992
P0222,322,322,,KH00222,Synthetic Owner 222,,Example Village,Example Mandal,Anantapur,Andhra Pradesh,Agricultural,Individual,14.2195,57544.33,Updated,Registered,DOC-00222,0.844,Review Required,Possible duplicate,2025-01-01,2025-06-01,14.667,77.6016
