document_id,parcel_id,ocr_survey_number,ocr_owner_name,ocr_area_acres,ocr_village,ocr_confidence,extraction_status,validation_issue
DOC-00298,P0298,398,Synthetic Owner 298,14.2191,Example Village,0.966,Extracted,
DOC-00299,P0299,399,Synthetic Owner 299,14.2191,Example Village,0.868,Extracted,Missing mutation information
DOC-00300,P0300,400,Synthetic Owner 300,14.2191,Example Village,0.984,Extracted,
DOC-00301,P0301,401/2,Synthetic Owner 301,14.2189,Example Village,0.93,Extracted,
DOC-00302,P0302,402,Synthetic Owner 302,14.2189,Example Village,0.939,Extracted,
DOC-00303,P0303,403,Synthetic Owner 303,14.2189,Example Village,0.948,Extracted,
DOC-00304,P0304,404,Synthetic Owner 322,14.2189,Example Village,0.468,Needs Review,Owner mismatch
DOC-00305,P0305,405,Synthetic Owner 305,14.2189,Example Village,0.76,Extracted,Possible duplicate
DOC-00306,P0306,406/1,Synthetic Owner 324,14.2189,Example Village,0.492,Needs Review,Owner mismatch
DOC-00307,P0307,407,Synthetic Owner 307,14.2189,Example Village,0.504,Needs Review,Low OCR confidence
DOC-00308,P0308,408,Synthetic Owner 308,14.2189,Example Village,0.93,Extracted,
DOC-00309,P0309,409,Synthetic Owner 309,14.2189,Example Village,0.939,Extracted,
DOC-00310,P0310,410,Synthetic Owner 310,14.2189,Example Village,0.948,Extracted,
DOC-00311,P0311,411/3,Synthetic Owner 311,14.2189,Example Village,0.957,Extracted,
DOC-00312,P0312,412,Synthetic Owner 312,14.2189,Example Village,0.966,Extracted,
DOC-00313,P0313,413,Synthetic Owner 313,14.2189,Example Village,0.856,Extracted,Missing mutation information
DOC-00314,P0314,414,Synthetic Owner 314,14.2189,Example Village,0.984,Extracted,
DOC-00315,P0315,415,Synthetic Owner 315,14.2189,Example Village,0.93,Extracted,
DOC-00316,P0316,416/2,Synthetic Owner 316,14.2189,Example Village,0.939,Extracted,
DOC-00317,P0317,417,Synthetic Owner 317,14.2189,Example Village,0.948,Extracted,
DOC-00318,P0318,418,Synthetic Owner 318,14.2189,Example Village,0.957,Extracted,
DOC-00319,P0319,419,Synthetic Owner 319,14.2189,Example Village,0.748,Extracted,Missing mutation information
DOC-00320,P0320,420,Synthetic Owner 320,14.2189,Example Village,0.975,Extracted,
DOC-00321,P0321,421/1,Synthetic Owner 321,14.2189,Example Village,0.984,Extracted,
DOC-00322,P0322,422,Synthetic Owner 322,14.2189,Example Village,0.93,Extracted,
DOC-00323,P0323,423,Synthetic Owner 323,14.2189,Example Village,0.939,Extracted,
DOC-00324,P0324,424,Synthetic Owner 324,14.2189,Example Village,0.948,Extracted,
DOC-00325,P0325,425,Synthetic Owner 325,14.2189,Example Village,0.957,Extracted,
DOC-00326,P0326,426/3,Synthetic Owner 326,14.2188,Example Village,0.432,Needs Review,Low OCR confidence
DOC-00327,P0327,427,Synthetic Owner 327,14.2188,Example Village,0.975,Extracted,
DOC-00328,P0328,428,Synthetic Owner 328,14.2188,Example Village,0.984,Extracted,
DOC-00329,P0329,429,Synthetic Owner 329,14.2188,Example Village,0.93,Extracted,
DOC-00330,P0330,430,Synthetic Owner 330,14.2188,Example Village,0.939,Extracted,
DOC-00331,P0331,431/2,Synthetic Owner 331,14.2188,Example Village,0.712,Extracted,Possible duplicate
DOC-00332,P0332,432,Synthetic Owner 332,14.2188,Example Village,0.957,Extracted,
DOC-00333,P0333,433,Synthetic Owner 333,14.2188,Example Village,0.966,Extracted,
DOC-00334,P0334,434,Synthetic Owner 334,14.2188,Example Village,0.975,Extracted,
DOC-00335,P0335,435,Synthetic Owner 335,14.2188,Example Village,0.984,Extracted,
DOC-00336,P0336,436/1,Synthetic Owner 336,15.3563,Example Village,0.552,Needs Review,Area mismatch
DOC-00337,P0337,437,Synthetic Owner 337,14.2188,Example Village,0.939,Extracted,
DOC-00338,P0338,438,Synthetic Owner 338,14.2188,Example Village,0.948,Extracted,
DOC-00339,P0339,439,Synthetic Owner 339,14.2188,Example Village,0.957,Extracted,
DOC-00340,P0340,440,Synthetic Owner 340,14.2188,Example Village,0.966,Extracted,
DOC-00341,P0341,441/3,Synthetic Owner 341,14.2188,Example Village,0.975,Extracted,
DOC-00342,P0342,442,Synthetic Owner 342,14.2188,Example Village,0.624,Needs Review,Low OCR confidence
DOC-00343,P0343,443,Synthetic Owner 343,14.2188,Example Village,0.93,Extracted,
DOC-00344,P0344,444,Synthetic Owner 344,14.2188,Example Village,0.939,Extracted,
DOC-00345,P0345,445,Synthetic Owner 363,14.2188,Example Village,0.66,Needs Review,Owner mismatch
DOC-00346,P0346,446/2,Synthetic Owner 346,14.2188,Example Village,0.957,Extracted,
DOC-00347,P0347,447,Synthetic Owner 347,14.2188,Example Village,0.966,Extracted,
DOC-00348,P0348,448,Synthetic Owner 366,14.2188,Example Village,0.696,Needs Review,Owner mismatch
DOC-00349,P0349,449,Synthetic Owner 349,14.2188,Example Village,0.708,Needs Review,Low OCR confidence
DOC-00350,P0350,450,Synthetic Owner 350,14.2188,Example Village,0.42,Needs Review,Low OCR confidence
DOC-00351,P0351,451/1,Synthetic Owner 351,14.2187,Example Village,0.772,Extracted,Missing mutation information
DOC-00352,P0352,452,Synthetic Owner 352,14.2187,Example Village,0.948,Extracted,
DOC-00353,P0353,453,Synthetic Owner 353,14.2187,Example Village,0.957,Extracted,
DOC-00354,P0354,454,Synthetic Owner 354,14.2187,Example Village,0.808,Extracted,Possible duplicate
DOC-00355,P0355,455,Synthetic Owner 355,14.2187,Example Village,0.975,Extracted,
DOC-00356,P0356,456/3,Synthetic Owner 356,14.2187,Example Village,0.984,Extracted,
DOC-00357,P0357,457,Synthetic Owner 357,14.2187,Example Village,0.844,Extracted,Missing mutation information
DOC-00358,P0358,458,Synthetic Owner 358,14.2187,Example Village,0.939,Extracted,
DOC-00359,P0359,459,Synthetic Owner 359,14.2187,Example Village,0.948,Extracted,
DOC-00360,P0360,460,Synthetic Owner 360,14.2187,Example Village,0.957,Extracted,
DOC-00361,P0361,461/2,Synthetic Owner 361,14.2187,Example Village,0.552,Needs Review,Low OCR confidence
DOC-00362,P0362,462,Synthetic Owner 362,14.2187,Example Village,0.975,Extracted,
DOC-00363,P0363,463,Synthetic Owner 363,14.2187,Example Village,0.736,Extracted,Possible duplicate
DOC-00364,P0364,464,Synthetic Owner 364,14.2187,Example Village,0.93,Extracted,
DOC-00365,P0365,465,Synthetic Owner 365,14.2187,Example Village,0.939,Extracted,
DOC-00366,P0366,466/1,Synthetic Owner 366,14.2187,Example Village,0.612,Needs Review,Low OCR confidence
DOC-00367,P0367,467,Synthetic Owner 367,14.2187,Example Village,0.784,Extracted,Missing mutation information
DOC-00368,P0368,468,Synthetic Owner 368,14.2187,Example Village,0.966,Extracted,
DOC-00369,P0369,469,Synthetic Owner 369,14.2187,Example Village,0.975,Extracted,
DOC-00370,P0370,470,Synthetic Owner 370,14.2187,Example Village,0.984,Extracted,
DOC-00371,P0371,471/3,Synthetic Owner 371,14.2187,Example Village,0.93,Extracted,
DOC-00372,P0372,472,Synthetic Owner 372,14.2187,Example Village,0.939,Extracted,
DOC-00373,P0373,473,Synthetic Owner 373,14.2187,Example Village,0.948,Extracted,
DOC-00374,P0374,474,Synthetic Owner 374,14.2187,Example Village,0.957,Extracted,
DOC-00375,P0375,475,Synthetic Owner 375,14.2187,Example Village,0.966,Extracted,
DOC-00376,P0376,476/2,Synthetic Owner 376,14.2185,Example Village,0.712,Extracted,Missing mutation information
DOC-00377,P0377,477,Synthetic Owner 377,14.2185,Example Village,0.724,Extracted,Missing mutation information
DOC-00378,P0378,478,Synthetic Owner 378,14.2185,Example Village,0.736,Extracted,Missing mutation information
DOC-00379,P0379,479,Synthetic Owner 379,14.2185,Example Village,0.939,Extracted,
DOC-00380,P0380,480,Synthetic Owner 380,14.2185,Example Village,0.48,Needs Review,Survey number uncertainty
DOC-00381,P0381,481/1,Synthetic Owner 381,14.2185,Example Village,0.772,Extracted,Possible duplicate
DOC-00382,P0382,482,Synthetic Owner 382,14.2185,Example Village,0.966,Extracted,
DOC-00383,P0383,483,Synthetic Owner 383,14.2185,Example Village,0.975,Extracted,
DOC-00384,P0384,484,Synthetic Owner 384,14.2185,Example Village,0.808,Extracted,Missing mutation information
DOC-00385,P0385,485,Synthetic Owner 385,14.2185,Example Village,0.93,Extracted,
DOC-00386,P0386,486/3,Synthetic Owner 386,14.2185,Example Village,0.939,Extracted,
DOC-00387,P0387,487,Synthetic Owner 387,14.2185,Example Village,0.948,Extracted,
DOC-00388,P0388,488,Synthetic Owner 388,14.2185,Example Village,0.957,Extracted,
DOC-00389,P0389,489,Synthetic Owner 389,14.2185,Example Village,0.966,Extracted,
DOC-00390,P0390,490,Synthetic Owner 390,14.2185,Example Village,0.975,Extracted,
DOC-00391,P0391,491/2,Synthetic Owner 391,14.2185,Example Village,0.984,Extracted,
DOC-00392,P0392,492,Synthetic Owner 392,14.2185,Example Village,0.93,Extracted,
DOC-00393,P0393,493,Synthetic Owner 393,14.2185,Example Village,0.636,Needs Review,Survey number uncertainty
DOC-00394,P0394,494,Synthetic Owner 394,14.2185,Example Village,0.948,Extracted,
DOC-00395,P0395,495,Synthetic Owner 395,14.2185,Example Village,0.957,Extracted,
DOC-00396,P0396,496/1,Synthetic Owner 396,14.2185,Example Village,0.966,Extracted,
DOC-00397,P0397,497,Synthetic Owner 397,14.2185,Example Village,0.784,Extracted,Possible duplicate
DOC-00398,P0398,498,Synthetic Owner 398,14.2185,Example Village,0.796,Extracted,Possible duplicate
DOC-00399,P0399,499,Synthetic Owner 417,14.2185,Example Village,0.708,Needs Review,Owner mismatch
DOC-00400,P0400,500,Synthetic Owner 400,14.2185,Example Village,0.939,Extracted,
DOC-00401,P0401,501/3,Synthetic Owner 401,15.3559,Example Village,0.432,Needs Review,Area mismatch
DOC-00402,P0402,502,Synthetic Owner 402,14.2184,Example Village,0.957,Extracted,
DOC-00403,P0403,503,Synthetic Owner 403,15.3559,Example Village,0.456,Needs Review,Area mismatch
DOC-00404,P0404,504,Synthetic Owner 404,14.2184,Example Village,0.975,Extracted,
DOC-00405,P0405,505,Synthetic Owner 405,14.2184,Example Village,0.984,Extracted,
DOC-00406,P0406,506/2,Synthetic Owner 406,14.2184,Example Village,0.93,Extracted,
DOC-00407,P0407,507,Synthetic Owner 407,14.2184,Example Village,0.939,Extracted,
DOC-00408,P0408,508,Synthetic Owner 408,14.2184,Example Village,0.736,Extracted,Missing mutation information
DOC-00409,P0409,509,Synthetic Owner 409,14.2184,Example Village,0.528,Needs Review,Low OCR confidence
DOC-00410,P0410,510,Synthetic Owner 410,14.2184,Example Village,0.966,Extracted,
DOC-00411,P0411,511/1,Synthetic Owner 411,14.2184,Example Village,0.975,Extracted,
DOC-00412,P0412,512,Synthetic Owner 412,14.2184,Example Village,0.984,Extracted,
DOC-00413,P0413,513,Synthetic Owner 431,14.2184,Example Village,0.576,Needs Review,Owner mismatch
DOC-00414,P0414,514,Synthetic Owner 414,14.2184,Example Village,0.808,Extracted,Missing mutation information
DOC-00415,P0415,515,Synthetic Owner 415,14.2184,Example Village,0.6,Needs Review,Low OCR confidence
DOC-00416,P0416,516/3,Synthetic Owner 416,15.3559,Example Village,0.612,Needs Review,Area mismatch
DOC-00417,P0417,517,Synthetic Owner 417,14.2184,Example Village,0.966,Extracted,
DOC-00418,P0418,518,Synthetic Owner 418,14.2184,Example Village,0.856,Extracted,Possible duplicate
DOC-00419,P0419,519,Synthetic Owner 419,14.2184,Example Village,0.984,Extracted,
DOC-00420,P0420,520,Synthetic Owner 420,15.3559,Example Village,0.66,Needs Review,Area mismatch
DOC-00421,P0421,521/2,Synthetic Owner 421,14.2184,Example Village,0.939,Extracted,
DOC-00422,P0422,522,Synthetic Owner 422,14.2184,Example Village,0.724,Extracted,Possible duplicate
DOC-00423,P0423,523,Synthetic Owner 423,14.2184,Example Village,0.957,Extracted,
DOC-00424,P0424,524,Synthetic Owner 424,14.2184,Example Village,0.748,Extracted,Missing mutation information
DOC-00425,P0425,525,Synthetic Owner 425,14.2184,Example Village,0.76,Extracted,Possible duplicate
DOC-00426,P0426,526/1,Synthetic Owner 426,14.2183,Example Village,0.432,Needs Review,Low OCR confidence
DOC-00427,P0427,527,Synthetic Owner 427,14.2183,Example Village,0.93,Extracted,
DOC-00428,P0428,528,Synthetic Owner 428,14.2183,Example Village,0.939,Extracted,
DOC-00429,P0429,529,Synthetic Owner 429,14.2183,Example Village,0.808,Extracted,Possible duplicate
DOC-00430,P0430,530,Synthetic Owner 430,14.2183,Example Village,0.957,Extracted,
DOC-00431,P0431,531/3,Synthetic Owner 431,14.2183,Example Village,0.966,Extracted,
DOC-00432,P0432,532,Synthetic Owner 432,15.3558,Example Village,0.504,Needs Review,Area mismatch
DOC-00433,P0433,533,Synthetic Owner 451,14.2183,Example Village,0.516,Needs Review,Owner mismatch
DOC-00434,P0434,534,Synthetic Owner 434,14.2183,Example Village,0.93,Extracted,
DOC-00435,P0435,535,Synthetic Owner 435,14.2183,Example Village,0.939,Extracted,
DOC-00436,P0436,536/2,Synthetic Owner 436,14.2183,Example Village,0.552,Needs Review,Low OCR confidence
DOC-00437,P0437,537,Synthetic Owner 437,14.2183,Example Village,0.564,Needs Review,Low OCR confidence
DOC-00438,P0438,538,Synthetic Owner 438,14.2183,Example Village,0.966,Extracted,
DOC-00439,P0439,539,Synthetic Owner 439,14.2183,Example Village,0.748,Extracted,Missing mutation information
DOC-00440,P0440,540,Synthetic Owner 440,14.2183,Example Village,0.984,Extracted,
DOC-00441,P0441,541/1,Synthetic Owner 441,14.2183,Example Village,0.93,Extracted,
DOC-00442,P0442,542,Synthetic Owner 442,14.2183,Example Village,0.939,Extracted,
DOC-00443,P0443,543,Synthetic Owner 443,14.2183,Example Village,0.796,Extracted,Missing mutation information
DOC-00444,P0444,544,Synthetic Owner 462,14.2183,Example Village,0.648,Needs Review,Owner mismatch
DOC-00445,P0445,545,Synthetic Owner 445,14.2183,Example Village,0.966,Extracted,
DOC-00446,P0446,546/3,Synthetic Owner 464,14.2183,Example Village,0.672,Needs Review,Owner mismatch
DOC-00447,P0447,547,Synthetic Owner 447,14.2183,Example Village,0.844,Extracted,Missing mutation information
DOC-00448,P0448,548,Synthetic Owner 448,14.2183,Example Village,0.93,Extracted,
DOC-00449,P0449,549,Synthetic Owner 449,15.3558,Example Village,0.708,Needs Review,Area mismatch
DOC-00450,P0450,550,Synthetic Owner 450,14.2183,Example Village,0.7,Extracted,Missing mutation information
DOC-00451,P0451,551/2,Synthetic Owner 451,14.2182,Example Village,0.957,Extracted,
DOC-00452,P0452,552,Synthetic Owner 452,14.2182,Example Village,0.966,Extracted,
DOC-00453,P0453,553,Synthetic Owner 453,14.2182,Example Village,0.975,Extracted,
DOC-00454,P0454,554,Synthetic Owner 454,14.2182,Example Village,0.984,Extracted,
DOC-00455,P0455,555,Synthetic Owner 455,14.2182,Example Village,0.93,Extracted,
DOC-00456,P0456,556/1,Synthetic Owner 456,14.2182,Example Village,0.939,Extracted,
DOC-00457,P0457,557,Synthetic Owner 457,14.2182,Example Village,0.504,Needs Review,Low OCR confidence
DOC-00458,P0458,558,Synthetic Owner 458,14.2182,Example Village,0.957,Extracted,
DOC-00459,P0459,559,Synthetic Owner 459,14.2182,Example Village,0.966,Extracted,
DOC-00460,P0460,560,Synthetic Owner 460,14.2182,Example Village,0.975,Extracted,
DOC-00461,P0461,561/3,Synthetic Owner 479,14.2182,Example Village,0.552,Needs Review,Owner mismatch
DOC-00462,P0462,562,Synthetic Owner 462,14.2182,Example Village,0.844,Extracted,Possible duplicate
DOC-00463,P0463,563,Synthetic Owner 463,14.2182,Example Village,0.939,Extracted,
DOC-00464,P0464,564,Synthetic Owner 464,14.2182,Example Village,0.948,Extracted,
DOC-00465,P0465,565,Synthetic Owner 465,14.2182,Example Village,0.957,Extracted,
DOC-00466,P0466,566/2,Synthetic Owner 466,14.2182,Example Village,0.966,Extracted,
DOC-00467,P0467,567,Synthetic Owner 467,14.2182,Example Village,0.724,Extracted,Missing mutation information
DOC-00468,P0468,568,Synthetic Owner 468,14.2182,Example Village,0.984,Extracted,
DOC-00469,P0469,569,Synthetic Owner 469,14.2182,Example Village,0.93,Extracted,
DOC-00470,P0470,570,Synthetic Owner 470,14.2182,Example Village,0.939,Extracted,
DOC-00471,P0471,571/1,Synthetic Owner 471,14.2182,Example Village,0.948,Extracted,
DOC-00472,P0472,572,Synthetic Owner 472,14.2182,Example Village,0.957,Extracted,
DOC-00473,P0473,573,Synthetic Owner 473,14.2182,Example Village,0.966,Extracted,
DOC-00474,P0474,574,Synthetic Owner 474,14.2182,Example Village,0.975,Extracted,
DOC-00475,P0475,575,Synthetic Owner 493,14.2182,Example Village,0.42,Needs Review,Owner mismatch
DOC-00476,P0476,576/3,Synthetic Owner 476,14.218,Example Village,0.93,Extracted,
DOC-00477,P0477,577,Synthetic Owner 477,14.218,Example Village,0.939,Extracted,
DOC-00478,P0478,578,Synthetic Owner 478,14.218,Example Village,0.948,Extracted,
DOC-00479,P0479,579,Synthetic Owner 479,14.218,Example Village,0.957,Extracted,
DOC-00480,P0480,580,Synthetic Owner 480,14.218,Example Village,0.966,Extracted,
DOC-00481,P0481,581/2,Synthetic Owner 481,14.218,Example Village,0.975,Extracted,
DOC-00482,P0482,582,Synthetic Owner 482,14.218,Example Village,0.724,Extracted,Possible duplicate
DOC-00483,P0483,583,Synthetic Owner 483,14.218,Example Village,0.93,Extracted,
DOC-00484,P0484,584,Synthetic Owner 484,14.218,Example Village,0.748,Extracted,Missing mutation information
DOC-00485,P0485,585,Synthetic Owner 485,14.218,Example Village,0.948,Extracted,
DOC-00486,P0486,586/1,Synthetic Owner 486,14.218,Example Village,0.957,Extracted,
DOC-00487,P0487,587,Synthetic Owner 487,14.218,Example Village,0.966,Extracted,
DOC-00488,P0488,588,Synthetic Owner 488,14.218,Example Village,0.975,Extracted,
DOC-00489,P0489,589,Synthetic Owner 489,14.218,Example Village,0.984,Extracted,
DOC-00490,P0490,590,Synthetic Owner 490,14.218,Example Village,0.93,Extracted,
DOC-00491,P0491,591/3,Synthetic Owner 473,14.218,Example Village,0.612,Needs Review,Owner mismatch
DOC-00492,P0492,592,Synthetic Owner 492,14.218,Example Village,0.624,Needs Review,Low OCR confidence
DOC-00493,P0493,593,Synthetic Owner 493,14.218,Example Village,0.957,Extracted,
DOC-00494,P0494,594,Synthetic Owner 494,14.218,Example Village,0.966,Extracted,
DOC-00495,P0495,595,Synthetic Owner 495,14.218,Example Village,0.975,Extracted,
DOC-00496,P0496,596/2,Synthetic Owner 496,14.218,Example Village,0.984,Extracted,
DOC-00497,P0497,597,Synthetic Owner 497,14.218,Example Village,0.724,Extracted,Possible duplicate
DOC-00498,P0498,598,Synthetic Owner 498,14.218,Example Village,0.939,Extracted,
DOC-00499,P0499,599,Synthetic Owner 499,14.218,Example Village,0.948,Extracted,
DOC-00500,P0500,600,Synthetic Owner 500,14.218,Example Village,0.957,Extracted,
